500
lan,ven,ma,on,den,te;1=te,1=den,1=ma,2=mate,2=maden,1=ven,2=teven,2=mama,2=landen,3=onlanden
spre,kers,tje,ke,ten,ge;1=ge,1=ten,3=gegeten,2=tenten,2=keten,3=ketentje,1=kers,2=kekers,2=sprekers
jas,an,ca,nen,te,de;1=de,1=te,2=denen,2=tenen,3=decade,3=decanen,2=ante,1=jas,2=jaste
ler,sa,ma,ren,be,ver;1=ver,2=verver,2=bever,1=ren,2=beren,1=ma,2=maren,2=mama,1=sa,3=samaren,2=maler
na,li,tie,re,ken,den;1=den,1=re,2=denken,2=reden,2=reken,1=na,2=naden,2=lire,2=naken,2=nare,2=natie,3=nadenken
rig,ka,heid,to,le,der;2=leder,1=ka,2=kader,2=kale,2=toto,2=karig,3=karigheid
ters,af,en,ter,gen,ver;1=ver,2=verver,1=gen,2=vergen,1=ter,2=tergen,1=en,1=af,2=veraf,3=verengen,2=enter,2=enters
mel,sta,wen,ti,ken,te;1=te,2=teken,3=kenteken,2=titi,1=wen,2=wenken,2=state,2=staken,2=melken
gie,over,mo,op,be,ten;1=ten,2=tenten,2=beten,1=op,2=moten,1=over,3=overbeten,2=gieten,3=begieten,3=opgieten,3=overgieten
sel,mi,pa,lo,nen,ge;1=ge,2=genen,2=loge,1=pa,2=page,1=mi,2=lonen,2=panen,2=papa,3=lomige,2=mimi,2=gesel
kalfd,klop,mond,men,len,ge;1=ge,2=gelen,1=men,3=mengelen,2=gemond,1=mond,2=gekalfd,1=klop,2=geklop
klikt,dag,sche,ne,de,ge;1=ge,1=de,2=gene,3=degene,2=schede,1=dag,2=dagge,2=geklikt
net,lucht,ont,me,den,te;1=te,1=den,1=me,2=meden,2=luchtnet,1=lucht,2=luchtte,1=net,2=nette,2=ontlucht,3=ontluchtte
baat,staar,dui,toe,ten,ge;1=ge,1=ten,3=gegeten,2=tenten,1=toe,2=toeten,2=duiten,1=staar,2=staarten,2=gebaat,1=baat
huis,baar,tel,lo,ren,ver;1=ver,2=verver,1=ren,2=lover,3=verloren,1=tel,1=baar,1=huis,2=verhuis,2=telbaar
